id,survey_year,job_title,job_category,experience_level,education_level,country,continent,currency,company_size,industry,employment_type,work_setting,base_salary_usd,annual_bonus_usd,stock_grant_usd,total_compensation_usd,job_satisfaction,years_at_company,primary_skills,ai_adoption_level,gender,salary_usd,seniority_name,seniority_code,seniority_id,ubicacion_id,work_setting_id,gender_id,tecnologia_principal,tecnologia_id,categoria_principal
6595,2025,Data Scientist,Data Science,Senior (6-10 yrs),Bachelor's,India,Asia,INR,Large (1001-10000),Telecommunications,Freelance,Remote,53100,9300,0,62400,3.5,5,Kafka; C++; Power BI; Airflow; Tableau,Significant,Male,53100,Senior,3.0,3.0,3,1,1.0,Kafka,17,Data
6596,2025,Full Stack Developer,Software Engineering,Lead (11-15 yrs),Bachelor's,United States,North America,USD,Small (51-200),Energy & Utilities,Full-time,Remote,225500,16000,0,241500,4.6,0,PyTorch; Kubernetes; LangChain,Partial,Female,225500,Lead,4.0,4.0,5,1,2.0,PyTorch,19,AI/ML
6597,2021,Product Manager (Tech),Management,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Startup (1-50),Finance & Banking,Full-time,Hybrid,134700,8900,20600,164200,4.7,5,Java; Python; Spark; PyTorch,AI-First,Male,134700,Mid,2.0,2.0,5,2,1.0,Java,27,Backend
6598,2023,Generative AI Engineer,Machine Learning,Senior (6-10 yrs),Master's,UAE,Asia,AED,Medium (201-1000),Finance & Banking,Full-time,Remote,231800,39000,0,270800,4.4,0,SQL; Azure; Scala; C++; dbt,Partial,Male,231800,Senior,3.0,3.0,18,1,1.0,SQL,9,Database
6599,2021,DevOps Engineer,Software Engineering,Senior (6-10 yrs),Bachelor's,Canada,North America,CAD,Small (51-200),Technology,Full-time,Hybrid,129500,22400,0,151900,3.5,1,Java; LangChain; GCP; OpenCV; Python,,Prefer not to say,129500,Senior,3.0,3.0,10,2,0.0,Java,27,Backend
6600,2023,Cybersecurity Analyst,Cybersecurity,Mid (3-5 yrs),Master's,United States,North America,USD,Startup (1-50),Technology,Freelance,Remote,163300,16700,0,180000,3.5,5,Airflow; Kubernetes; GCP,Partial,Prefer not to say,163300,Mid,2.0,2.0,5,1,0.0,Airflow,22,DevOps
6601,2021,Product Manager (Tech),Management,Senior (6-10 yrs),PhD,France,Europe,EUR,Medium (201-1000),E-Commerce & Retail,Full-time,Remote,153200,2900,45500,201600,3.8,0,Kubernetes; AWS; PyTorch; Airflow,Experimenting,Male,153200,Senior,3.0,3.0,1,1,1.0,Kubernetes,15,Cloud
6602,2025,Cybersecurity Analyst,Cybersecurity,Entry (0-2 yrs),Bachelor's,United States,North America,USD,Medium (201-1000),Consulting,Full-time,Remote,107800,8900,21100,137800,2.4,0,Java; OpenCV; Hadoop; JavaScript; AWS,Significant,Male,107800,Junior,1.0,1.0,5,1,1.0,Java,27,Backend
6603,2024,Computer Vision Engineer,Machine Learning,Mid (3-5 yrs),PhD,India,Asia,INR,Enterprise (10000+),Healthcare & Pharma,Full-time,On-site,60700,2900,0,63600,3.5,0,Hugging Face; Kubernetes; Docker,Partial,Male,60700,Mid,2.0,2.0,3,3,1.0,Hugging Face,10,AI/ML
6605,2021,Database Administrator,Data Engineering,Mid (3-5 yrs),Master's,United States,North America,USD,Medium (201-1000),Telecommunications,Full-time,Remote,136000,7700,51700,195400,4.1,0,Hugging Face; JavaScript,Significant,Non-binary,136000,Mid,2.0,2.0,5,1,3.0,Hugging Face,10,AI/ML
6606,2021,Backend Developer,Software Engineering,Entry (0-2 yrs),Master's,Netherlands,Europe,EUR,Large (1001-10000),Education & Research,Part-time,Remote,30200,2200,0,32400,2.9,0,SQL; Kafka; Go; Scala; Airflow,Partial,Female,30200,Junior,1.0,1.0,9,1,2.0,SQL,9,Database
6607,2022,Prompt Engineer,Machine Learning,Mid (3-5 yrs),Master's,United States,North America,USD,Large (1001-10000),Technology,Full-time,Hybrid,191400,400,65500,257300,3.9,4,Power BI; C++; Hugging Face; PyTorch,Partial,Female,191400,Mid,2.0,2.0,5,2,2.0,Power BI,4,Data
6608,2024,Data Engineer,Data Engineering,Mid (3-5 yrs),Master's,Canada,North America,CAD,Enterprise (10000+),Technology,Full-time,Hybrid,167600,20800,0,188400,4.1,0,Rust; Azure,Partial,Prefer not to say,167600,Mid,2.0,2.0,10,2,0.0,Rust,23,Backend
6609,2024,Database Administrator,Data Engineering,Mid (3-5 yrs),Bachelor's,Australia,Oceania,AUD,Medium (201-1000),Automotive,Full-time,Hybrid,81800,1600,0,83400,3.0,1,Python; Power BI; Rust; AWS; TensorFlow,Experimenting,Female,81800,Mid,2.0,2.0,2,2,2.0,Python,13,Backend
6610,2022,Backend Developer,Software Engineering,Lead (11-15 yrs),Master's,United States,North America,USD,Large (1001-10000),Technology,Freelance,Remote,285300,36000,0,321300,4.8,6,Tableau; PyTorch; Scala; LangChain; Excel,Partial,Male,285300,Lead,4.0,4.0,5,1,1.0,Tableau,3,Data
6611,2020,MLOps Engineer,Machine Learning,Mid (3-5 yrs),PhD,France,Europe,EUR,Enterprise (10000+),Finance & Banking,Full-time,Hybrid,172000,18800,0,190800,2.1,1,R; Power BI,Significant,Male,172000,Mid,2.0,2.0,1,2,1.0,R,16,Otra
6612,2025,Data Analyst,Data Science,Mid (3-5 yrs),Bachelor's,Canada,North America,CAD,Enterprise (10000+),Energy & Utilities,Full-time,Hybrid,91200,3500,0,94700,3.2,0,JavaScript; Azure; R; TensorFlow,Partial,Male,91200,Mid,2.0,2.0,10,2,1.0,JavaScript,1,Frontend
6613,2022,Cybersecurity Analyst,Cybersecurity,Mid (3-5 yrs),PhD,United States,North America,USD,Medium (201-1000),Technology,Full-time,On-site,150700,7600,48600,206900,3.0,0,Power BI; Excel; Java,Significant,Male,150700,Mid,2.0,2.0,5,3,1.0,Power BI,4,Data
6614,2021,Software Engineer,Software Engineering,Senior (6-10 yrs),PhD,Singapore,Asia,SGD,Medium (201-1000),Automotive,Contract,Hybrid,203000,17700,0,220700,3.6,0,Azure; Tableau; Power BI; PyTorch,Experimenting,Female,203000,Senior,3.0,3.0,15,2,2.0,Azure,7,Cloud
6615,2025,Cloud Architect,Software Engineering,Senior (6-10 yrs),PhD,Australia,Oceania,AUD,Large (1001-10000),Technology,Full-time,Remote,289000,16100,95400,400500,3.6,0,Hugging Face; Rust; Docker,Partial,Male,289000,Senior,3.0,3.0,2,1,1.0,Hugging Face,10,AI/ML
6616,2022,Backend Developer,Software Engineering,Executive (16+ yrs),Master's,Canada,North America,CAD,Startup (1-50),Technology,Full-time,Remote,239600,35100,0,274700,4.2,8,Spark; Java,Partial,Male,239600,No especificado,0.0,0.0,10,1,1.0,Spark,14,Data
6617,2022,NLP Engineer,Machine Learning,Senior (6-10 yrs),PhD,United Kingdom,Europe,GBP,Large (1001-10000),Healthcare & Pharma,Full-time,Remote,274600,33400,0,308000,4.0,0,Azure; Power BI; Spark; Go; Excel,Partial,Male,274600,Senior,3.0,3.0,6,1,1.0,Azure,7,Cloud
6618,2023,Generative AI Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,United Kingdom,Europe,GBP,Large (1001-10000),Technology,Full-time,Hybrid,230700,22900,0,253600,3.2,0,GCP; LangChain; Go; Kubernetes; C++,Significant,Male,230700,Senior,3.0,3.0,6,2,1.0,GCP,12,Cloud
6619,2025,Frontend Developer,Software Engineering,Senior (6-10 yrs),Master's,Australia,Oceania,AUD,Large (1001-10000),Insurance,Full-time,Hybrid,199200,26900,0,226100,3.4,0,Kubernetes; Scala,Partial,Female,199200,Senior,3.0,3.0,2,2,2.0,Kubernetes,15,Cloud
6620,2023,Robotics Engineer,Machine Learning,Entry (0-2 yrs),PhD,United States,North America,USD,Startup (1-50),Media & Entertainment,Freelance,Hybrid,120500,4900,35300,160700,2.5,1,Spark; Scala; Docker; Go,Experimenting,Male,120500,Junior,1.0,1.0,5,2,1.0,Spark,14,Data
6621,2024,Prompt Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,UAE,Asia,AED,Large (1001-10000),Technology,Full-time,Hybrid,100500,15400,0,115900,3.7,1,Hugging Face; Scala; AWS; R,AI-First,Female,100500,Junior,1.0,1.0,18,2,2.0,Hugging Face,10,AI/ML
6622,2021,Business Intelligence Analyst,Data Science,Senior (6-10 yrs),Master's,UAE,Asia,AED,Large (1001-10000),Technology,Freelance,Remote,115500,14300,0,129800,4.4,0,dbt; Kafka,AI-First,Female,115500,Senior,3.0,3.0,18,1,2.0,dbt,6,Database
6623,2023,Frontend Developer,Software Engineering,Senior (6-10 yrs),Bachelor's,Saudi Arabia,Asia,SAR,Medium (201-1000),Technology,Full-time,Hybrid,151700,14500,12200,178400,3.3,1,LangChain; Tableau; Spark; Azure; PyTorch,Significant,Male,151700,Senior,3.0,3.0,11,2,1.0,LangChain,21,AI/ML
6624,2024,Database Administrator,Data Engineering,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Small (51-200),Technology,Freelance,Hybrid,142100,7700,28200,178000,3.9,0,Hugging Face; Python,Partial,Male,142100,Mid,2.0,2.0,5,2,1.0,Hugging Face,10,AI/ML
6625,2021,Backend Developer,Software Engineering,Senior (6-10 yrs),Master's,Canada,North America,CAD,Medium (201-1000),Finance & Banking,Full-time,On-site,174500,10100,38900,223500,3.8,1,C++; dbt; Docker; R,Significant,Male,174500,Senior,3.0,3.0,10,3,1.0,C++,26,Backend
6626,2021,Computer Vision Engineer,Machine Learning,Entry (0-2 yrs),Master's,Switzerland,Europe,CHF,Enterprise (10000+),Technology,Full-time,Hybrid,165900,24200,0,190100,4.3,1,Docker; Hadoop; R; Hugging Face,Significant,Male,165900,Junior,1.0,1.0,12,2,1.0,Docker,11,Cloud
6627,2025,Robotics Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,Japan,Asia,JPY,Large (1001-10000),Energy & Utilities,Freelance,Hybrid,119900,10600,0,130500,3.6,1,Spark; R; Tableau,Significant,Female,119900,Senior,3.0,3.0,8,2,2.0,Spark,14,Data
6628,2023,Analytics Engineer,Data Engineering,Entry (0-2 yrs),PhD,Netherlands,Europe,EUR,Large (1001-10000),Finance & Banking,Full-time,Remote,120600,3400,0,124000,3.8,2,OpenCV; Rust; Hugging Face; dbt,Significant,Male,120600,Junior,1.0,1.0,9,1,1.0,OpenCV,8,AI/ML
6629,2025,AI Research Scientist,Machine Learning,Entry (0-2 yrs),Master's,Australia,Oceania,AUD,Small (51-200),Automotive,Contract,Hybrid,161200,9200,51600,222000,3.3,2,Hadoop; C++,Partial,Male,161200,Junior,1.0,1.0,2,2,1.0,Hadoop,5,Data
6630,2020,AI Research Scientist,Machine Learning,Senior (6-10 yrs),Master's,India,Asia,INR,Startup (1-50),E-Commerce & Retail,Full-time,Hybrid,51200,6800,4400,62400,2.6,0,Power BI; Scala; Rust,Partial,Male,51200,Senior,3.0,3.0,3,2,1.0,Power BI,4,Data
6631,2025,Data Scientist,Data Science,Entry (0-2 yrs),Bachelor's,France,Europe,EUR,Medium (201-1000),Telecommunications,Full-time,Remote,63800,1600,3900,69300,2.5,2,Power BI; LangChain; Hadoop; Airflow; C++,Partial,Male,63800,Junior,1.0,1.0,1,1,1.0,Power BI,4,Data
6632,2020,Analytics Engineer,Data Engineering,Entry (0-2 yrs),Master's,United Kingdom,Europe,GBP,Startup (1-50),Education & Research,Contract,Hybrid,57700,0,0,57700,2.4,0,SQL; Kubernetes; PyTorch,Partial,Male,57700,Junior,1.0,1.0,6,2,1.0,SQL,9,Database
6633,2022,Business Intelligence Analyst,Data Science,Mid (3-5 yrs),Master's,India,Asia,INR,Enterprise (10000+),Technology,Full-time,On-site,30200,2400,0,32600,2.8,5,Power BI; C++; Docker; Python,AI-First,Female,30200,Mid,2.0,2.0,3,3,2.0,Power BI,4,Data
6634,2022,MLOps Engineer,Machine Learning,Executive (16+ yrs),PhD,United States,North America,USD,Medium (201-1000),Healthcare & Pharma,Full-time,Hybrid,474900,100000,0,574900,4.8,0,PyTorch; Scala; OpenCV,Partial,Male,474900,No especificado,0.0,0.0,5,2,1.0,PyTorch,19,AI/ML
6635,2020,DevOps Engineer,Software Engineering,Entry (0-2 yrs),Bachelor's,Australia,Oceania,AUD,Enterprise (10000+),Education & Research,Full-time,Remote,68200,1500,0,69700,3.4,1,JavaScript; R; Azure; Kafka,Partial,Male,68200,Junior,1.0,1.0,2,1,1.0,JavaScript,1,Frontend
6636,2022,Cybersecurity Analyst,Cybersecurity,Senior (6-10 yrs),Master's,United States,North America,USD,Startup (1-50),E-Commerce & Retail,Freelance,Remote,145200,14200,0,159400,3.9,2,Airflow; C++; Docker; GCP; Kubernetes,AI-First,Male,145200,Senior,3.0,3.0,5,1,1.0,Airflow,22,DevOps
6637,2024,Full Stack Developer,Software Engineering,Lead (11-15 yrs),Bachelor's,UAE,Asia,AED,Enterprise (10000+),Government & Defense,Full-time,Hybrid,188200,18800,0,207000,3.6,2,AWS; Rust; TensorFlow,Experimenting,Male,188200,Lead,4.0,4.0,18,2,1.0,AWS,18,Cloud
6638,2020,Data Engineer,Data Engineering,Entry (0-2 yrs),High School,Singapore,Asia,SGD,Large (1001-10000),Government & Defense,Full-time,On-site,55800,6000,0,61800,2.1,2,Kubernetes; Go,,Male,55800,Junior,1.0,1.0,15,3,1.0,Kubernetes,15,Cloud
6639,2020,Backend Developer,Software Engineering,Senior (6-10 yrs),Bachelor's,Spain,Europe,EUR,Medium (201-1000),Insurance,Full-time,On-site,104500,10500,0,115000,3.4,1,R; Rust; Scala,Partial,Male,104500,Senior,3.0,3.0,17,3,1.0,R,16,Otra
6640,2023,Generative AI Engineer,Machine Learning,Executive (16+ yrs),Bachelor's,Japan,Asia,JPY,Small (51-200),Finance & Banking,Full-time,Hybrid,228300,16500,77700,322500,4.5,1,PyTorch; SQL; Go; Excel; Power BI,Partial,Male,228300,No especificado,0.0,0.0,8,2,1.0,PyTorch,19,AI/ML
6641,2022,Data Analyst,Data Science,Senior (6-10 yrs),Master's,United Kingdom,Europe,GBP,Startup (1-50),E-Commerce & Retail,Contract,Hybrid,93600,11600,12000,117200,3.5,0,Hugging Face; dbt; Kafka; R,Experimenting,Male,93600,Senior,3.0,3.0,6,2,1.0,Hugging Face,10,AI/ML
6642,2022,Analytics Engineer,Data Engineering,Senior (6-10 yrs),Bachelor's,India,Asia,INR,Enterprise (10000+),Energy & Utilities,Contract,Remote,42600,4700,0,47300,4.0,5,Scala; Spark; Airflow; Java,Partial,Male,42600,Senior,3.0,3.0,3,1,1.0,Scala,2,Otra
6643,2022,Analytics Engineer,Data Engineering,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Small (51-200),Technology,Freelance,On-site,150000,10300,34700,195000,3.4,0,Excel; PyTorch; Kubernetes,,Male,150000,Mid,2.0,2.0,5,3,1.0,Excel,24,Data
6644,2023,Robotics Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Startup (1-50),Education & Research,Freelance,Remote,167100,11100,63100,241300,2.6,2,Spark; SQL,Partial,Female,167100,Senior,3.0,3.0,5,1,2.0,Spark,14,Data
6645,2023,Engineering Manager,Management,Entry (0-2 yrs),PhD,United States,North America,USD,Large (1001-10000),Finance & Banking,Contract,Remote,245400,17200,0,262600,4.4,0,Python; SQL,Partial,Male,245400,Junior,1.0,1.0,5,1,1.0,Python,13,Backend
6646,2021,Cloud Architect,Software Engineering,Senior (6-10 yrs),Master's,UAE,Asia,AED,Enterprise (10000+),Finance & Banking,Full-time,Remote,225800,34200,59700,319700,3.6,4,Tableau; SQL,Experimenting,Prefer not to say,225800,Senior,3.0,3.0,18,1,0.0,Tableau,3,Data
6647,2024,Prompt Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,Netherlands,Europe,EUR,Small (51-200),Healthcare & Pharma,Full-time,Hybrid,151400,10100,0,161500,3.8,1,Power BI; Kafka; Spark; Rust,Partial,Male,151400,Senior,3.0,3.0,9,2,1.0,Power BI,4,Data
6648,2023,Robotics Engineer,Machine Learning,Entry (0-2 yrs),Master's,Germany,Europe,EUR,Large (1001-10000),Healthcare & Pharma,Full-time,Remote,78700,500,0,79200,3.5,1,LangChain; dbt,Partial,Male,78700,Junior,1.0,1.0,7,1,1.0,LangChain,21,AI/ML
6649,2020,Frontend Developer,Software Engineering,Senior (6-10 yrs),Master's,Saudi Arabia,Asia,SAR,Enterprise (10000+),Education & Research,Full-time,Remote,107400,19000,0,126400,4.2,7,TensorFlow; AWS; Power BI; OpenCV; Go,AI-First,Male,107400,Senior,3.0,3.0,11,1,1.0,TensorFlow,25,AI/ML
6650,2023,DevOps Engineer,Software Engineering,Senior (6-10 yrs),Master's,United States,North America,USD,Large (1001-10000),Finance & Banking,Full-time,Hybrid,405800,37600,0,443400,4.0,1,Spark; Hugging Face,Partial,Prefer not to say,405800,Senior,3.0,3.0,5,2,0.0,Spark,14,Data
6651,2025,Cloud Architect,Software Engineering,Senior (6-10 yrs),PhD,United States,North America,USD,Startup (1-50),Finance & Banking,Full-time,Remote,301800,31600,47100,380500,3.4,2,PyTorch; TensorFlow; Tableau; Hadoop; SQL,AI-First,Male,301800,Senior,3.0,3.0,5,1,1.0,PyTorch,19,AI/ML
6652,2021,Cybersecurity Analyst,Cybersecurity,Mid (3-5 yrs),PhD,South Korea,Asia,KRW,Large (1001-10000),Healthcare & Pharma,Full-time,Hybrid,83400,400,30100,113900,3.0,5,SQL; JavaScript; Hadoop; Go,Partial,Non-binary,83400,Mid,2.0,2.0,16,2,3.0,SQL,9,Database
6653,2020,Cybersecurity Analyst,Cybersecurity,Executive (16+ yrs),Master's,India,Asia,INR,Small (51-200),Technology,Contract,On-site,63900,9000,0,72900,2.6,5,Hugging Face; Kubernetes; Go; Hadoop,Partial,Prefer not to say,63900,No especificado,0.0,0.0,3,3,0.0,Hugging Face,10,AI/ML
6654,2023,AI Product Manager,Management,Mid (3-5 yrs),Bachelor's,Australia,Oceania,AUD,Startup (1-50),Technology,Full-time,On-site,126700,9400,40500,176600,4.2,5,AWS; Hadoop; SQL,,Male,126700,Mid,2.0,2.0,2,3,1.0,AWS,18,Cloud
6655,2021,Generative AI Engineer,Machine Learning,Entry (0-2 yrs),PhD,UAE,Asia,AED,Startup (1-50),Consulting,Full-time,Hybrid,77500,4900,8300,90700,2.1,2,Azure; Tableau; TensorFlow,Partial,Male,77500,Junior,1.0,1.0,18,2,1.0,Azure,7,Cloud
6656,2021,Data Analyst,Data Science,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Startup (1-50),Consulting,Full-time,Remote,92000,10400,0,102400,4.0,0,Airflow; Tableau,Partial,Female,92000,Mid,2.0,2.0,5,1,2.0,Airflow,22,DevOps
6657,2023,Database Administrator,Data Engineering,Entry (0-2 yrs),Master's,India,Asia,INR,Enterprise (10000+),Automotive,Full-time,Remote,15900,800,4700,21400,3.6,2,Java; JavaScript; Rust; Kafka,Significant,Male,15900,Junior,1.0,1.0,3,1,1.0,Java,27,Backend
6658,2023,AI Research Scientist,Machine Learning,Lead (11-15 yrs),Master's,Germany,Europe,EUR,Small (51-200),Technology,Full-time,Hybrid,270700,33700,107800,412200,3.8,0,Airflow; Hadoop; GCP,Partial,Male,270700,Lead,4.0,4.0,7,2,1.0,Airflow,22,DevOps
6659,2021,AI Product Manager,Management,Senior (6-10 yrs),High School,France,Europe,EUR,Medium (201-1000),Telecommunications,Full-time,Hybrid,112900,13100,0,126000,3.1,2,Spark; Airflow; Docker,Experimenting,Male,112900,Senior,3.0,3.0,1,2,1.0,Spark,14,Data
6660,2022,Cybersecurity Analyst,Cybersecurity,Mid (3-5 yrs),PhD,United States,North America,USD,Large (1001-10000),Insurance,Contract,Remote,189900,26500,54600,271000,3.4,2,Spark; Kubernetes; JavaScript,AI-First,Male,189900,Mid,2.0,2.0,5,1,1.0,Spark,14,Data
6661,2021,Analytics Engineer,Data Engineering,Senior (6-10 yrs),Master's,Spain,Europe,EUR,Medium (201-1000),Technology,Full-time,Hybrid,131800,10500,0,142300,3.3,8,OpenCV; TensorFlow; Spark; Python; Go,AI-First,Female,131800,Senior,3.0,3.0,17,2,2.0,OpenCV,8,AI/ML
6662,2023,Data Analyst,Data Science,Mid (3-5 yrs),PhD,Canada,North America,CAD,Enterprise (10000+),Education & Research,Contract,Remote,136600,8100,0,144700,2.6,2,C++; OpenCV; R,Partial,Male,136600,Mid,2.0,2.0,10,1,1.0,C++,26,Backend
6663,2024,Data Engineer,Data Engineering,Senior (6-10 yrs),Master's,United Kingdom,Europe,GBP,Large (1001-10000),Telecommunications,Full-time,Remote,187300,12200,61900,261400,3.8,2,Kafka; OpenCV; R,Significant,Female,187300,Senior,3.0,3.0,6,1,2.0,Kafka,17,Data
6664,2023,Analytics Engineer,Data Engineering,Entry (0-2 yrs),Bachelor's,United States,North America,USD,Medium (201-1000),Consulting,Full-time,On-site,80700,7900,0,88600,3.5,2,Airflow; LangChain; Spark,AI-First,Female,80700,Junior,1.0,1.0,5,3,2.0,Airflow,22,DevOps
6665,2021,Analytics Engineer,Data Engineering,Entry (0-2 yrs),PhD,India,Asia,INR,Large (1001-10000),Technology,Full-time,Hybrid,34000,600,0,34600,2.7,2,Hugging Face; Scala,Significant,Male,34000,Junior,1.0,1.0,3,2,1.0,Hugging Face,10,AI/ML
6666,2023,NLP Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,France,Europe,EUR,Enterprise (10000+),Healthcare & Pharma,Full-time,Remote,166400,5600,47600,219600,4.1,3,Hadoop; JavaScript; Docker; Airflow,Significant,Male,166400,Mid,2.0,2.0,1,1,1.0,Hadoop,5,Data
6667,2024,Computer Vision Engineer,Machine Learning,Entry (0-2 yrs),PhD,Canada,North America,CAD,Enterprise (10000+),Technology,Full-time,Hybrid,167100,7000,0,174100,4.1,0,Spark; Hadoop; GCP; PyTorch; Java,Partial,Male,167100,Junior,1.0,1.0,10,2,1.0,Spark,14,Data
6668,2021,Robotics Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,Australia,Oceania,AUD,Small (51-200),Technology,Full-time,Remote,138700,0,42600,181300,2.5,2,Kubernetes; Tableau; Go; Power BI; Azure,,Male,138700,Mid,2.0,2.0,2,1,1.0,Kubernetes,15,Cloud
6669,2020,AI Research Scientist,Machine Learning,Lead (11-15 yrs),High School,Spain,Europe,EUR,Startup (1-50),Energy & Utilities,Full-time,On-site,104300,8100,22500,134900,4.0,1,SQL; Hadoop; TensorFlow,Significant,Male,104300,Lead,4.0,4.0,17,3,1.0,SQL,9,Database
6670,2023,Machine Learning Engineer,Machine Learning,Entry (0-2 yrs),Master's,Canada,North America,CAD,Large (1001-10000),Technology,Full-time,Remote,126700,4500,0,131200,3.3,0,PyTorch; AWS,Experimenting,Male,126700,Junior,1.0,1.0,10,1,1.0,PyTorch,19,AI/ML
6671,2020,Prompt Engineer,Machine Learning,Senior (6-10 yrs),Master's,Germany,Europe,EUR,Enterprise (10000+),Education & Research,Full-time,On-site,116700,14100,24800,155600,3.6,8,Azure; PyTorch,Partial,Female,116700,Senior,3.0,3.0,7,3,2.0,Azure,7,Cloud
6672,2024,Computer Vision Engineer,Machine Learning,Entry (0-2 yrs),PhD,Germany,Europe,EUR,Enterprise (10000+),E-Commerce & Retail,Full-time,Remote,117400,9800,0,127200,4.2,2,C++; SQL; Excel; Docker; Power BI,AI-First,Female,117400,Junior,1.0,1.0,7,1,2.0,C++,26,Backend
6673,2025,Machine Learning Engineer,Machine Learning,Mid (3-5 yrs),Master's,South Korea,Asia,KRW,Small (51-200),Technology,Part-time,Hybrid,62900,4700,12300,79900,4.4,3,Excel; AWS; JavaScript,Experimenting,Male,62900,Mid,2.0,2.0,16,2,1.0,Excel,24,Data
6674,2025,Database Administrator,Data Engineering,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Small (51-200),Finance & Banking,Freelance,On-site,133100,6000,0,139100,3.9,1,Airflow; R; PyTorch,AI-First,Male,133100,Mid,2.0,2.0,5,3,1.0,Airflow,22,DevOps
6675,2020,Machine Learning Engineer,Machine Learning,Mid (3-5 yrs),Master's,United States,North America,USD,Startup (1-50),Healthcare & Pharma,Full-time,On-site,158100,2000,17800,177900,2.4,0,PyTorch; Tableau,AI-First,Male,158100,Mid,2.0,2.0,5,3,1.0,PyTorch,19,AI/ML
6676,2022,Backend Developer,Software Engineering,Entry (0-2 yrs),Master's,Netherlands,Europe,EUR,Startup (1-50),Technology,Full-time,Hybrid,63400,0,0,63400,3.9,1,OpenCV; C++,Partial,Male,63400,Junior,1.0,1.0,9,2,1.0,OpenCV,8,AI/ML
6677,2020,Data Analyst,Data Science,Mid (3-5 yrs),Bachelor's,United Kingdom,Europe,GBP,Enterprise (10000+),Technology,Full-time,Remote,98400,2200,0,100600,2.7,0,JavaScript; SQL,Significant,Male,98400,Mid,2.0,2.0,6,1,1.0,JavaScript,1,Frontend
6678,2024,Machine Learning Engineer,Machine Learning,Mid (3-5 yrs),PhD,United States,North America,USD,Startup (1-50),Telecommunications,Full-time,On-site,152500,0,0,152500,1.9,1,R; Azure,Partial,Male,152500,Mid,2.0,2.0,5,3,1.0,R,16,Otra
6679,2025,Robotics Engineer,Machine Learning,Entry (0-2 yrs),Master's,United States,North America,USD,Medium (201-1000),Technology,Full-time,Remote,130600,7100,0,137700,3.2,2,Hadoop; dbt; Rust; Excel,Significant,Male,130600,Junior,1.0,1.0,5,1,1.0,Hadoop,5,Data
6680,2022,Backend Developer,Software Engineering,Lead (11-15 yrs),Master's,Saudi Arabia,Asia,SAR,Enterprise (10000+),Technology,Full-time,Hybrid,224500,32400,85300,342200,3.4,1,Spark; Kafka; TensorFlow; C++,Experimenting,Male,224500,Lead,4.0,4.0,11,2,1.0,Spark,14,Data
6681,2020,Computer Vision Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Media & Entertainment,Full-time,On-site,204700,1900,0,206600,2.6,3,Java; R; LangChain; SQL,Partial,Male,204700,Mid,2.0,2.0,5,3,1.0,Java,27,Backend
6682,2022,Cloud Architect,Software Engineering,Mid (3-5 yrs),Master's,United States,North America,USD,Medium (201-1000),Consulting,Freelance,Remote,221100,6700,0,227800,3.5,2,Kafka; AWS; Excel; Go; Spark,Significant,Female,221100,Mid,2.0,2.0,5,1,2.0,Kafka,17,Data
6683,2023,Quantitative Analyst,Data Science,Senior (6-10 yrs),Master's,UAE,Asia,AED,Enterprise (10000+),Finance & Banking,Full-time,Hybrid,313700,54600,0,368300,3.2,1,Python; Tableau; Hadoop; OpenCV,Partial,Male,313700,Senior,3.0,3.0,18,2,1.0,Python,13,Backend
6684,2021,DevOps Engineer,Software Engineering,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Medium (201-1000),Technology,Full-time,Hybrid,209900,22700,0,232600,3.6,0,AWS; Kafka,Significant,Female,209900,Senior,3.0,3.0,5,2,2.0,AWS,18,Cloud
6685,2023,Engineering Manager,Management,Lead (11-15 yrs),PhD,Saudi Arabia,Asia,SAR,Large (1001-10000),Telecommunications,Full-time,Remote,299200,28200,0,327400,3.9,1,Java; AWS; GCP; LangChain; Kubernetes,Experimenting,Male,299200,Lead,4.0,4.0,11,1,1.0,Java,27,Backend
6686,2021,Backend Developer,Software Engineering,Entry (0-2 yrs),Bachelor's,United Kingdom,Europe,GBP,Large (1001-10000),Automotive,Contract,Remote,71100,3400,7500,82000,2.6,2,Rust; Scala,Significant,Male,71100,Junior,1.0,1.0,6,1,1.0,Rust,23,Backend
6687,2020,Product Manager (Tech),Management,Mid (3-5 yrs),Master's,United States,North America,USD,Enterprise (10000+),Energy & Utilities,Full-time,On-site,201300,17200,41100,259600,3.3,0,Go; Scala,Partial,Male,201300,Mid,2.0,2.0,5,3,1.0,Go,20,Backend
