id,survey_year,job_title,job_category,experience_level,education_level,country,continent,currency,company_size,industry,employment_type,work_setting,base_salary_usd,annual_bonus_usd,stock_grant_usd,total_compensation_usd,job_satisfaction,years_at_company,primary_skills,ai_adoption_level,gender
6996,2021,Database Administrator,Data Engineering,Senior (6-10 yrs),Master's,France,Europe,EUR,Enterprise (10000+),Technology,Full-time,Hybrid,132400,19700,37200,189300,3.2,0,Docker; Power BI,Experimenting,Female
6997,2022,Robotics Engineer,Machine Learning,Mid (3-5 yrs),PhD,Singapore,Asia,SGD,Startup (1-50),Finance & Banking,Contract,On-site,164800,5300,33900,204000,2.9,1,C++; Python; Kubernetes,Significant,Male
6998,2024,Product Manager (Tech),Management,Senior (6-10 yrs),Master's,Netherlands,Europe,EUR,Small (51-200),Media & Entertainment,Full-time,On-site,177300,17200,0,194500,2.9,0,Rust; Kubernetes; AWS; Spark; C++,Partial,Male
6999,2022,Data Scientist,Data Science,Entry (0-2 yrs),Master's,Sweden,Europe,SEK,Medium (201-1000),Automotive,Full-time,Remote,66800,100,21100,88000,3.1,0,GCP; dbt; Hugging Face,Experimenting,Male
7000,2023,Computer Vision Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,Switzerland,Europe,CHF,Startup (1-50),Insurance,Full-time,Remote,129400,6700,0,136100,2.6,2,Power BI; Excel; Rust; R,Experimenting,Male
7001,2024,Quantitative Analyst,Data Science,Entry (0-2 yrs),Master's,Japan,Asia,JPY,Medium (201-1000),Healthcare & Pharma,Full-time,Remote,90200,5600,15600,111400,2.8,2,SQL; Java; GCP; PyTorch; Docker,Significant,Male
7002,2023,Full Stack Developer,Software Engineering,Executive (16+ yrs),PhD,United States,North America,USD,Small (51-200),Technology,Full-time,On-site,423400,28500,32300,484200,2.9,1,JavaScript; dbt; Tableau; GCP,Experimenting,Female
7003,2020,Quantitative Analyst,Data Science,Entry (0-2 yrs),Bachelor's,Japan,Asia,JPY,Small (51-200),Energy & Utilities,Full-time,Hybrid,69000,4900,0,73900,3.2,1,Rust; C++; Go; Hugging Face; Excel,Partial,Male
7004,2023,Machine Learning Engineer,Machine Learning,Entry (0-2 yrs),PhD,United States,North America,USD,Medium (201-1000),Healthcare & Pharma,Full-time,Hybrid,126900,3200,0,130100,4.0,0,Python; LangChain; Power BI,Significant,Male
7005,2021,Frontend Developer,Software Engineering,Senior (6-10 yrs),Master's,United States,North America,USD,Small (51-200),Finance & Banking,Full-time,Remote,177500,23800,63300,264600,3.3,0,Hadoop; Java; C++; GCP,Partial,Male
7006,2021,Data Engineer,Data Engineering,Entry (0-2 yrs),PhD,United States,North America,USD,Startup (1-50),Technology,Contract,Hybrid,128900,8100,0,137000,4.1,2,Python; dbt,AI-First,Male
7007,2023,Engineering Manager,Management,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Startup (1-50),Technology,Part-time,Hybrid,102700,1400,0,104100,3.9,0,Java; Kubernetes; Azure; PyTorch; Docker,Partial,Male
7008,2024,Quantitative Analyst,Data Science,Senior (6-10 yrs),Bachelor's,Australia,Oceania,AUD,Large (1001-10000),Healthcare & Pharma,Contract,On-site,255900,16000,0,271900,3.2,3,PyTorch; LangChain,Partial,Male
7009,2024,Generative AI Engineer,Machine Learning,Executive (16+ yrs),Master's,Israel,Asia,ILS,Startup (1-50),E-Commerce & Retail,Full-time,Remote,239400,12400,26900,278700,3.7,0,Tableau; AWS,Partial,Female
7010,2022,Software Engineer,Software Engineering,Entry (0-2 yrs),High School,UAE,Asia,AED,Enterprise (10000+),Technology,Full-time,Hybrid,81500,7900,0,89400,3.8,2,Kafka; GCP; Tableau; Excel,Significant,Female
7011,2021,AI Product Manager,Management,Mid (3-5 yrs),Bachelor's,Germany,Europe,EUR,Medium (201-1000),Automotive,Full-time,Hybrid,111100,8900,0,120000,3.0,1,Docker; SQL; dbt,Significant,Male
7012,2025,Quantitative Analyst,Data Science,Mid (3-5 yrs),Bachelor's,Germany,Europe,EUR,Large (1001-10000),Technology,Full-time,Remote,192500,1100,0,193600,3.9,0,JavaScript; R,Significant,Female
7013,2022,DevOps Engineer,Software Engineering,Mid (3-5 yrs),Master's,UAE,Asia,AED,Large (1001-10000),E-Commerce & Retail,Full-time,Remote,108100,0,0,108100,3.7,3,Rust; Go,Experimenting,Male
7014,2022,DevOps Engineer,Software Engineering,Senior (6-10 yrs),Master's,Japan,Asia,JPY,Large (1001-10000),Telecommunications,Full-time,Remote,151600,10400,0,162000,3.2,1,AWS; Scala; Power BI; JavaScript,Partial,Male
7015,2021,DevOps Engineer,Software Engineering,Senior (6-10 yrs),PhD,Australia,Oceania,AUD,Medium (201-1000),Finance & Banking,Freelance,On-site,216100,30100,0,246200,3.3,0,AWS; OpenCV; R; TensorFlow,Experimenting,Female
7016,2025,Analytics Engineer,Data Engineering,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Finance & Banking,Contract,Remote,313300,34400,69000,416700,3.5,0,Kafka; Tableau; Scala; dbt; Java,Partial,Non-binary
7017,2025,Analytics Engineer,Data Engineering,Entry (0-2 yrs),Master's,United States,North America,USD,Large (1001-10000),Technology,Full-time,Remote,153700,21600,12500,187800,4.5,0,SQL; Rust; C++; Spark; Excel,Experimenting,Female
7018,2023,AI Product Manager,Management,Mid (3-5 yrs),Master's,Australia,Oceania,AUD,Large (1001-10000),Finance & Banking,Part-time,Remote,124400,1300,0,125700,4.1,3,C++; R; Rust,Experimenting,Male
7019,2022,Computer Vision Engineer,Machine Learning,Entry (0-2 yrs),Master's,United States,North America,USD,Small (51-200),Technology,Contract,Remote,136000,11400,0,147400,3.4,0,Go; Rust; Docker; Power BI; Hugging Face,Experimenting,Male
7020,2025,AI Research Scientist,Machine Learning,Lead (11-15 yrs),PhD,United States,North America,USD,Enterprise (10000+),Technology,Full-time,Remote,496600,67900,0,564500,4.6,0,Rust; Scala; dbt; Python; GCP,Experimenting,Male
7021,2020,NLP Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,Switzerland,Europe,CHF,Enterprise (10000+),Consulting,Freelance,Hybrid,158700,9200,12100,180000,4.5,2,OpenCV; SQL; dbt; LangChain; C++,Partial,Male
7022,2025,Analytics Engineer,Data Engineering,Senior (6-10 yrs),Master's,United Kingdom,Europe,GBP,Enterprise (10000+),Media & Entertainment,Full-time,Remote,183500,14100,0,197600,3.6,3,LangChain; PyTorch; Hugging Face; Docker; Power BI,AI-First,Male
7023,2023,Data Scientist,Data Science,Lead (11-15 yrs),Bachelor's,United Kingdom,Europe,GBP,Large (1001-10000),E-Commerce & Retail,Full-time,Remote,194000,22800,0,216800,4.0,5,Go; AWS; Rust,None,Male
7024,2022,Generative AI Engineer,Machine Learning,Mid (3-5 yrs),PhD,United Kingdom,Europe,GBP,Large (1001-10000),Technology,Full-time,Hybrid,229400,15000,0,244400,3.3,0,Python; Hugging Face; LangChain; Excel; dbt,None,Male
7025,2023,Backend Developer,Software Engineering,Mid (3-5 yrs),Master's,United States,North America,USD,Startup (1-50),Finance & Banking,Full-time,Remote,156600,4900,25300,186800,4.1,5,Go; dbt; Power BI,Partial,Male
7026,2021,Engineering Manager,Management,Senior (6-10 yrs),Bachelor's,Australia,Oceania,AUD,Large (1001-10000),Technology,Part-time,Remote,141500,6000,16200,163700,3.5,1,TensorFlow; Docker; JavaScript; Azure,Significant,Female
7027,2021,Engineering Manager,Management,Mid (3-5 yrs),PhD,United States,North America,USD,Large (1001-10000),Healthcare & Pharma,Part-time,Hybrid,134200,19500,24900,178600,3.4,0,Spark; Python; Rust; R; Hugging Face,Significant,Female
7028,2025,AI Research Scientist,Machine Learning,Senior (6-10 yrs),Bachelor's,Canada,North America,CAD,Medium (201-1000),Education & Research,Full-time,Hybrid,144800,9800,0,154600,3.5,3,Spark; SQL,Significant,Male
7029,2025,MLOps Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,United Kingdom,Europe,GBP,Startup (1-50),Technology,Full-time,On-site,119700,4400,28300,152400,3.8,0,PyTorch; AWS,AI-First,Male
7030,2023,Business Intelligence Analyst,Data Science,Senior (6-10 yrs),Master's,United States,North America,USD,Large (1001-10000),Telecommunications,Full-time,Remote,149100,14900,0,164000,3.2,0,Python; Java; Kubernetes,None,Male
7031,2020,Computer Vision Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Education & Research,Full-time,On-site,178600,0,0,178600,2.5,3,JavaScript; OpenCV; C++,Partial,Female
7032,2023,Cloud Architect,Software Engineering,Entry (0-2 yrs),Master's,United States,North America,USD,Enterprise (10000+),Insurance,Part-time,Hybrid,100700,5100,8200,114000,3.4,1,Rust; GCP; C++; Hugging Face,Significant,Male
7033,2024,Cybersecurity Analyst,Cybersecurity,Mid (3-5 yrs),Master's,India,Asia,INR,Startup (1-50),Finance & Banking,Full-time,Remote,38700,3500,12600,54800,2.5,5,Python; Java; Kafka,Significant,Prefer not to say
7034,2024,Robotics Engineer,Machine Learning,Senior (6-10 yrs),Master's,United States,North America,USD,Large (1001-10000),Automotive,Full-time,Remote,289000,24000,0,313000,4.1,4,Airflow; Hadoop; Power BI; Kubernetes; Hugging Face,Experimenting,Female
7035,2022,Robotics Engineer,Machine Learning,Mid (3-5 yrs),Master's,United States,North America,USD,Small (51-200),Healthcare & Pharma,Full-time,Hybrid,162000,9700,24100,195800,2.5,2,LangChain; SQL; Airflow; Rust; Go,Experimenting,Male
7036,2021,AI Research Scientist,Machine Learning,Entry (0-2 yrs),Master's,United States,North America,USD,Large (1001-10000),Media & Entertainment,Full-time,Remote,153500,12400,0,165900,3.7,2,Azure; Rust; TensorFlow,Partial,Male
7037,2024,Computer Vision Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,Spain,Europe,EUR,Enterprise (10000+),Insurance,Freelance,Hybrid,138200,2000,0,140200,2.9,1,LangChain; Java; dbt; Hugging Face; Excel,Experimenting,Male
7038,2021,Engineering Manager,Management,Lead (11-15 yrs),Master's,United States,North America,USD,Small (51-200),Healthcare & Pharma,Full-time,Remote,290500,46900,40700,378100,4.0,3,Hugging Face; dbt; Power BI,Significant,Male
7039,2024,Product Manager (Tech),Management,Entry (0-2 yrs),Master's,United Kingdom,Europe,GBP,Medium (201-1000),Healthcare & Pharma,Full-time,Hybrid,78500,9200,0,87700,3.2,2,LangChain; Spark; Excel; Tableau,Partial,Male
7040,2025,Data Engineer,Data Engineering,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Technology,Part-time,Remote,158000,17600,37600,213200,4.1,5,OpenCV; Hugging Face,Significant,Male
7041,2020,NLP Engineer,Machine Learning,Mid (3-5 yrs),PhD,Netherlands,Europe,EUR,Large (1001-10000),Finance & Banking,Contract,Remote,280800,7600,0,288400,4.6,0,Azure; Kafka; Airflow; Java; dbt,Significant,Male
7042,2022,Data Scientist,Data Science,Mid (3-5 yrs),Bachelor's,Switzerland,Europe,CHF,Medium (201-1000),Finance & Banking,Full-time,Remote,152300,10000,0,162300,3.6,0,Azure; PyTorch; OpenCV,AI-First,Non-binary
7043,2023,Data Scientist,Data Science,Mid (3-5 yrs),Master's,United States,North America,USD,Enterprise (10000+),Media & Entertainment,Freelance,Remote,171000,0,0,171000,3.8,2,Python; Tableau,Experimenting,Female
7044,2025,AI Research Scientist,Machine Learning,Senior (6-10 yrs),Master's,Australia,Oceania,AUD,Large (1001-10000),Education & Research,Full-time,Hybrid,198300,12900,0,211200,3.8,0,Tableau; TensorFlow,None,Female
7045,2024,Database Administrator,Data Engineering,Senior (6-10 yrs),Bachelor's,France,Europe,EUR,Medium (201-1000),Technology,Full-time,Hybrid,134600,19900,14400,168900,4.2,2,Excel; Tableau; dbt,Partial,Prefer not to say
7046,2024,Business Intelligence Analyst,Data Science,Senior (6-10 yrs),Master's,Australia,Oceania,AUD,Large (1001-10000),Technology,Contract,Hybrid,161700,7400,0,169100,3.9,2,OpenCV; TensorFlow,Partial,Male
7047,2020,Machine Learning Engineer,Machine Learning,Senior (6-10 yrs),Master's,South Korea,Asia,KRW,Medium (201-1000),Finance & Banking,Full-time,Remote,151800,16900,0,168700,4.2,2,Excel; TensorFlow; Spark; Rust; Kafka,Experimenting,Non-binary
7048,2025,Cybersecurity Analyst,Cybersecurity,Lead (11-15 yrs),Master's,United States,North America,USD,Medium (201-1000),Technology,Full-time,Remote,345200,13100,123800,482100,3.8,1,dbt; TensorFlow; Kubernetes; Hadoop,Partial,Male
7049,2021,Generative AI Engineer,Machine Learning,Executive (16+ yrs),Master's,Canada,North America,CAD,Large (1001-10000),Technology,Full-time,Hybrid,375000,37700,0,412700,3.7,0,Java; dbt; Scala; Hugging Face,Experimenting,Prefer not to say
7050,2022,Data Engineer,Data Engineering,Executive (16+ yrs),PhD,United States,North America,USD,Large (1001-10000),Technology,Full-time,Remote,488700,61300,0,550000,3.8,0,Rust; Airflow,Experimenting,Male
7051,2024,Analytics Engineer,Data Engineering,Entry (0-2 yrs),Master's,Japan,Asia,JPY,Large (1001-10000),Energy & Utilities,Full-time,On-site,73300,11700,10200,95200,3.1,0,Hadoop; TensorFlow; Go; OpenCV,Significant,Male
7052,2020,MLOps Engineer,Machine Learning,Mid (3-5 yrs),Master's,United States,North America,USD,Large (1001-10000),Education & Research,Full-time,Remote,147000,16000,0,163000,3.2,0,Azure; Airflow; R; JavaScript; Hugging Face,Significant,Male
7053,2025,DevOps Engineer,Software Engineering,Entry (0-2 yrs),Master's,Saudi Arabia,Asia,SAR,Small (51-200),Consulting,Full-time,Hybrid,67400,2200,0,69600,3.0,2,Kubernetes; Scala,Partial,Male
7054,2022,AI Product Manager,Management,Mid (3-5 yrs),Master's,United States,North America,USD,Enterprise (10000+),Finance & Banking,Full-time,Remote,255300,11800,0,267100,3.6,0,Hadoop; Power BI; Kubernetes; Hugging Face; C++,Partial,Male
7055,2024,NLP Engineer,Machine Learning,Mid (3-5 yrs),PhD,France,Europe,EUR,Large (1001-10000),Automotive,Full-time,Hybrid,199700,15400,0,215100,4.2,1,Go; Hugging Face,Experimenting,Male
7056,2022,Database Administrator,Data Engineering,Lead (11-15 yrs),Master's,United States,North America,USD,Large (1001-10000),Healthcare & Pharma,Full-time,Hybrid,279400,41700,0,321100,3.3,1,Azure; R; Python; JavaScript,None,Female
7057,2022,Engineering Manager,Management,Mid (3-5 yrs),Master's,Australia,Oceania,AUD,Large (1001-10000),Media & Entertainment,Full-time,Hybrid,164900,1300,33600,199800,3.8,5,JavaScript; Go; Kubernetes,AI-First,Male
7058,2024,Machine Learning Engineer,Machine Learning,Mid (3-5 yrs),PhD,United States,North America,USD,Enterprise (10000+),Telecommunications,Full-time,Hybrid,214800,400,0,215200,4.8,3,C++; OpenCV,AI-First,Male
7059,2025,Analytics Engineer,Data Engineering,Entry (0-2 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Technology,Full-time,Remote,120500,12500,0,133000,4.6,0,JavaScript; SQL,AI-First,Female
7060,2025,Cybersecurity Analyst,Cybersecurity,Senior (6-10 yrs),Bachelor's,Singapore,Asia,SGD,Small (51-200),Media & Entertainment,Full-time,Remote,140900,9500,55800,206200,3.7,0,AWS; Power BI; Tableau; JavaScript; PyTorch,Significant,Male
7061,2024,Cloud Architect,Software Engineering,Senior (6-10 yrs),Master's,Germany,Europe,EUR,Startup (1-50),Consulting,Full-time,Remote,190400,9300,67200,266900,4.6,2,Hugging Face; Kafka,Partial,Male
7062,2024,Analytics Engineer,Data Engineering,Senior (6-10 yrs),Bachelor's,United Kingdom,Europe,GBP,Enterprise (10000+),Energy & Utilities,Full-time,Hybrid,165200,23200,9100,197500,3.9,6,PyTorch; Tableau,Partial,Male
7063,2022,Software Engineer,Software Engineering,Entry (0-2 yrs),Bachelor's,Saudi Arabia,Asia,SAR,Large (1001-10000),E-Commerce & Retail,Full-time,Hybrid,65700,4000,0,69700,2.8,0,Rust; R,Partial,Male
7064,2024,Data Analyst,Data Science,Executive (16+ yrs),Bachelor's,United States,North America,USD,Startup (1-50),Healthcare & Pharma,Full-time,Remote,166100,18700,0,184800,3.5,0,Java; PyTorch,Partial,Male
7065,2023,Business Intelligence Analyst,Data Science,Senior (6-10 yrs),Master's,India,Asia,INR,Small (51-200),Education & Research,Full-time,On-site,25700,2900,8700,37300,3.7,1,Go; AWS; Scala; TensorFlow; PyTorch,Significant,Female
7066,2024,Cloud Architect,Software Engineering,Mid (3-5 yrs),Bachelor's,Germany,Europe,EUR,Startup (1-50),Technology,Full-time,On-site,136500,9600,34600,180700,4.0,3,Java; Scala; Excel; Go,AI-First,Male
7067,2024,Engineering Manager,Management,Mid (3-5 yrs),Bachelor's,India,Asia,INR,Small (51-200),Insurance,Full-time,On-site,44400,2400,0,46800,2.7,0,Hugging Face; SQL; PyTorch; Go,Significant,Male
7068,2022,NLP Engineer,Machine Learning,Mid (3-5 yrs),High School,Singapore,Asia,SGD,Small (51-200),Technology,Full-time,On-site,110500,3800,33400,147700,2.9,1,GCP; SQL; Excel,Experimenting,Female
7069,2024,Data Scientist,Data Science,Senior (6-10 yrs),Bachelor's,Japan,Asia,JPY,Enterprise (10000+),Finance & Banking,Full-time,Hybrid,170300,28100,0,198400,3.1,3,Kafka; Azure,Significant,Female
7070,2025,Cybersecurity Analyst,Cybersecurity,Senior (6-10 yrs),Bachelor's,Germany,Europe,EUR,Medium (201-1000),Healthcare & Pharma,Full-time,Remote,139300,9500,23000,171800,4.5,0,SQL; Python,AI-First,Female
7071,2023,Backend Developer,Software Engineering,Mid (3-5 yrs),Bachelor's,Canada,North America,CAD,Large (1001-10000),Consulting,Full-time,Hybrid,133200,10600,35100,178900,3.1,0,Excel; dbt; R; JavaScript; TensorFlow,Partial,Male
7072,2024,Analytics Engineer,Data Engineering,Entry (0-2 yrs),Bachelor's,France,Europe,EUR,Enterprise (10000+),Technology,Freelance,Hybrid,85200,4700,0,89900,2.6,1,C++; Excel,Partial,Male
7073,2023,Cloud Architect,Software Engineering,Lead (11-15 yrs),Bachelor's,France,Europe,EUR,Startup (1-50),Energy & Utilities,Full-time,Remote,224600,11300,63000,298900,3.1,4,AWS; LangChain,Significant,Female
7074,2022,Generative AI Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,United Kingdom,Europe,GBP,Large (1001-10000),Finance & Banking,Contract,Hybrid,219400,8800,0,228200,3.8,0,Airflow; Azure; R; TensorFlow; Python,Partial,Male
7075,2022,Analytics Engineer,Data Engineering,Mid (3-5 yrs),PhD,India,Asia,INR,Medium (201-1000),Telecommunications,Full-time,Hybrid,33200,2900,12300,48400,3.5,0,PyTorch; AWS; JavaScript; Power BI; OpenCV,AI-First,Male
7076,2022,Data Analyst,Data Science,Senior (6-10 yrs),Master's,United States,North America,USD,Enterprise (10000+),Government & Defense,Full-time,Hybrid,146200,11700,0,157900,3.4,4,dbt; Airflow,Partial,Male
7077,2025,Cybersecurity Analyst,Cybersecurity,Senior (6-10 yrs),Master's,United Kingdom,Europe,GBP,Large (1001-10000),Technology,Full-time,On-site,228300,9800,0,238100,3.8,1,LangChain; Hugging Face; Tableau; JavaScript; TensorFlow,Partial,Female
7078,2021,Database Administrator,Data Engineering,Mid (3-5 yrs),Master's,Germany,Europe,EUR,Large (1001-10000),Energy & Utilities,Full-time,Remote,96300,0,33400,129700,2.7,3,SQL; Excel; dbt; Docker; OpenCV,Significant,Male
7079,2022,Analytics Engineer,Data Engineering,Mid (3-5 yrs),Master's,India,Asia,INR,Large (1001-10000),Technology,Full-time,On-site,42500,0,11500,54000,3.1,2,Excel; Docker; Python,Significant,Male
7080,2021,Engineering Manager,Management,Senior (6-10 yrs),Bachelor's,United Kingdom,Europe,GBP,Large (1001-10000),Technology,Full-time,Remote,276500,45100,27900,349500,4.1,2,Hugging Face; AWS; Hadoop,AI-First,Male
7081,2023,Product Manager (Tech),Management,Entry (0-2 yrs),Master's,India,Asia,INR,Startup (1-50),E-Commerce & Retail,Full-time,Hybrid,23100,1100,0,24200,3.6,1,dbt; Excel; Power BI,None,Male
7082,2023,Generative AI Engineer,Machine Learning,Mid (3-5 yrs),PhD,Germany,Europe,EUR,Medium (201-1000),Education & Research,Full-time,On-site,131800,0,0,131800,3.9,1,Hadoop; LangChain,Significant,Male
7083,2020,Business Intelligence Analyst,Data Science,Senior (6-10 yrs),Bachelor's,France,Europe,EUR,Enterprise (10000+),Consulting,Full-time,Remote,114800,18100,0,132900,4.9,3,Scala; Airflow; GCP,Partial,Female
7084,2020,Data Analyst,Data Science,Mid (3-5 yrs),Bachelor's,United Kingdom,Europe,GBP,Enterprise (10000+),Technology,Full-time,Remote,79000,3400,0,82400,3.2,1,dbt; Spark,AI-First,Male
7085,2025,Data Scientist,Data Science,Mid (3-5 yrs),Master's,Canada,North America,CAD,Medium (201-1000),Finance & Banking,Full-time,On-site,143900,13700,0,157600,3.3,5,Docker; PyTorch; SQL; TensorFlow,AI-First,Male
7086,2021,MLOps Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,India,Asia,INR,Startup (1-50),Healthcare & Pharma,Full-time,Remote,36900,4200,3200,44300,3.5,0,AWS; SQL; Scala; C++; Power BI,AI-First,Female
7087,2024,Generative AI Engineer,Machine Learning,Entry (0-2 yrs),Master's,United States,North America,USD,Enterprise (10000+),Media & Entertainment,Full-time,Hybrid,156900,19100,49900,225900,3.3,2,Azure; PyTorch; Java,AI-First,Male
7088,2020,Data Scientist,Data Science,Mid (3-5 yrs),Master's,United States,North America,USD,Large (1001-10000),Technology,Full-time,On-site,190000,17200,0,207200,3.5,1,Rust; OpenCV; SQL; Kubernetes; JavaScript,Partial,Female
7089,2020,Prompt Engineer,Machine Learning,Entry (0-2 yrs),Master's,Germany,Europe,EUR,Startup (1-50),E-Commerce & Retail,Full-time,Remote,51400,1300,19800,72500,4.1,0,GCP; OpenCV,AI-First,Male
7090,2024,Data Analyst,Data Science,Senior (6-10 yrs),Master's,United States,North America,USD,Enterprise (10000+),Technology,Full-time,Remote,191200,24500,12700,228400,3.1,0,Rust; OpenCV,Significant,Male
7091,2023,Cloud Architect,Software Engineering,Executive (16+ yrs),Master's,Germany,Europe,EUR,Enterprise (10000+),Healthcare & Pharma,Full-time,On-site,315600,17500,0,333100,3.0,1,Kubernetes; SQL; Rust; Java,Partial,Male
7092,2022,Generative AI Engineer,Machine Learning,Entry (0-2 yrs),PhD,France,Europe,EUR,Large (1001-10000),Finance & Banking,Full-time,Hybrid,123800,4300,31600,159700,4.3,0,Scala; PyTorch; R; Azure,Significant,Male
7093,2023,Generative AI Engineer,Machine Learning,Senior (6-10 yrs),Master's,United States,North America,USD,Enterprise (10000+),Technology,Full-time,Remote,330100,15400,0,345500,4.1,3,Power BI; Azure; Rust; Java; Docker,AI-First,Male
7094,2025,Generative AI Engineer,Machine Learning,Senior (6-10 yrs),Master's,United States,North America,USD,Large (1001-10000),Media & Entertainment,Full-time,Hybrid,334400,24300,0,358700,3.8,7,SQL; Kubernetes; Tableau,Partial,Female
7095,2022,DevOps Engineer,Software Engineering,Entry (0-2 yrs),Master's,Japan,Asia,JPY,Large (1001-10000),E-Commerce & Retail,Full-time,Hybrid,61400,3700,20300,85400,4.2,0,Airflow; Azure,Significant,Non-binary
7096,2024,Software Engineer,Software Engineering,Senior (6-10 yrs),Master's,Spain,Europe,EUR,Startup (1-50),Healthcare & Pharma,Contract,Remote,113300,6500,26900,146700,3.9,0,Python; SQL; Tableau,Significant,Prefer not to say
7097,2022,Cloud Architect,Software Engineering,Lead (11-15 yrs),Bachelor's,United States,North America,USD,Medium (201-1000),Energy & Utilities,Full-time,Hybrid,368000,28600,0,396600,3.5,4,Kafka; Java,AI-First,Male
7098,2022,Robotics Engineer,Machine Learning,Senior (6-10 yrs),Master's,Israel,Asia,ILS,Medium (201-1000),Finance & Banking,Full-time,Remote,254100,36900,71700,362700,3.9,1,PyTorch; Excel; SQL,Partial,Female
7099,2023,Business Intelligence Analyst,Data Science,Entry (0-2 yrs),PhD,United States,North America,USD,Enterprise (10000+),Technology,Contract,Remote,119400,11800,12900,144100,4.0,0,PyTorch; Python; dbt; R,Significant,Male
7100,2024,Prompt Engineer,Machine Learning,Executive (16+ yrs),PhD,South Korea,Asia,KRW,Large (1001-10000),Media & Entertainment,Part-time,Remote,114300,5400,31500,151200,3.2,2,PyTorch; Docker,Partial,Female
7101,2023,Robotics Engineer,Machine Learning,Senior (6-10 yrs),Master's,UAE,Asia,AED,Large (1001-10000),Finance & Banking,Full-time,Remote,217400,23000,52000,292400,3.9,4,AWS; Hugging Face; R,Partial,Prefer not to say
7102,2023,Cybersecurity Analyst,Cybersecurity,Mid (3-5 yrs),Master's,United States,North America,USD,Enterprise (10000+),Finance & Banking,Full-time,Hybrid,220300,12200,47100,279600,3.1,1,AWS; Spark; PyTorch; Kafka,Significant,Male
7103,2024,MLOps Engineer,Machine Learning,Senior (6-10 yrs),PhD,Japan,Asia,JPY,Enterprise (10000+),Energy & Utilities,Contract,Remote,256000,24100,41300,321400,3.0,0,Go; R; Excel,Partial,Male
7104,2023,Quantitative Analyst,Data Science,Lead (11-15 yrs),PhD,Japan,Asia,JPY,Small (51-200),Technology,Full-time,Hybrid,241100,16400,0,257500,3.8,0,Airflow; Hadoop; Rust,None,Non-binary
7105,2025,Backend Developer,Software Engineering,Mid (3-5 yrs),Master's,Switzerland,Europe,CHF,Medium (201-1000),Technology,Full-time,On-site,193100,9900,0,203000,3.0,1,C++; Excel; Python; R; JavaScript,Significant,Female
7106,2020,NLP Engineer,Machine Learning,Mid (3-5 yrs),Master's,United States,North America,USD,Enterprise (10000+),Finance & Banking,Full-time,Remote,271700,33300,88500,393500,4.6,5,Airflow; Python; Hugging Face,Experimenting,Male
7107,2021,Cybersecurity Analyst,Cybersecurity,Mid (3-5 yrs),Master's,India,Asia,INR,Large (1001-10000),Finance & Banking,Full-time,On-site,33600,0,0,33600,3.1,5,PyTorch; Kafka; Azure; dbt; TensorFlow,AI-First,Female
7108,2024,DevOps Engineer,Software Engineering,Entry (0-2 yrs),PhD,India,Asia,INR,Enterprise (10000+),Healthcare & Pharma,Contract,Hybrid,36700,3100,2900,42700,3.4,1,Excel; AWS,None,Male
7109,2020,Analytics Engineer,Data Engineering,Executive (16+ yrs),Bachelor's,India,Asia,INR,Startup (1-50),E-Commerce & Retail,Contract,Hybrid,54600,6100,14800,75500,2.9,2,OpenCV; Scala,Significant,Male
7110,2021,MLOps Engineer,Machine Learning,Senior (6-10 yrs),Master's,Brazil,South America,BRL,Enterprise (10000+),Consulting,Full-time,Hybrid,84300,15400,0,99700,3.0,0,TensorFlow; Hadoop; dbt; Airflow,Experimenting,Male
7111,2024,Software Engineer,Software Engineering,Entry (0-2 yrs),Master's,Germany,Europe,EUR,Enterprise (10000+),Automotive,Full-time,Remote,80500,9800,19800,110100,3.2,1,LangChain; R,Significant,Female
7112,2021,MLOps Engineer,Machine Learning,Entry (0-2 yrs),Master's,United States,North America,USD,Small (51-200),Technology,Full-time,On-site,98700,8500,36300,143500,3.6,2,AWS; OpenCV,Significant,Male
7113,2024,NLP Engineer,Machine Learning,Senior (6-10 yrs),Master's,Israel,Asia,ILS,Large (1001-10000),Automotive,Full-time,Remote,289300,21000,0,310300,3.0,3,Airflow; dbt; Kubernetes; Java,Partial,Female
7114,2022,Data Analyst,Data Science,Senior (6-10 yrs),Master's,Canada,North America,CAD,Large (1001-10000),Finance & Banking,Full-time,Remote,139700,12800,44100,196600,3.7,3,AWS; Spark; Python,AI-First,Female
7115,2023,Cybersecurity Analyst,Cybersecurity,Senior (6-10 yrs),Master's,Singapore,Asia,SGD,Startup (1-50),Finance & Banking,Full-time,Hybrid,146300,20200,51700,218200,4.1,3,Hugging Face; TensorFlow; Docker; Excel; Kafka,Partial,Female
